year,name,value,lastValue,group,subgroup
6-Nov-2018,T-series,68900910,68762517,Indian Uncle's,Indian Uncle's
6-Nov-2018,Pewdiepie,69549038,69391532,9 year old army,9 year old army
7-Nov-2018,T-series,69046334,68900910,Indian Uncle's,Indian Uncle's
7-Nov-2018,Pewdiepie,69716428,69549038,9 year old army,9 year old army
8-Nov-2018,T-series,69198968,69046334,Indian Uncle's,Indian Uncle's
8-Nov-2018,Pewdiepie,69841191,69716428,9 year old army,9 year old army
9-Nov-2018,T-series,69357365,69198968,Indian Uncle's,Indian Uncle's
9-Nov-2018,Pewdiepie,69954318,69841191,9 year old army,9 year old army
10-Nov-2018,T-series,69526411,69357365,Indian Uncle's,Indian Uncle's
10-Nov-2018,Pewdiepie,70092925,69954318,9 year old army,9 year old army
11-Nov-2018,T-series,69678608,69526411,Indian Uncle's,Indian Uncle's
11-Nov-2018,Pewdiepie,70197388,70092925,9 year old army,9 year old army
12-Nov-2018,T-series,69806935,69678608,Indian Uncle's,Indian Uncle's
12-Nov-2018,Pewdiepie,70283638,70197388,9 year old army,9 year old army
13-Nov-2018,T-series,69945306,69806935,Indian Uncle's,Indian Uncle's
13-Nov-2018,Pewdiepie,70368823,70283638,9 year old army,9 year old army
14-Nov-2018,T-series,70071890,69945306,Indian Uncle's,Indian Uncle's
14-Nov-2018,Pewdiepie,70480836,70368823,9 year old army,9 year old army
15-Nov-2018,T-series,70216961,70071890,Indian Uncle's,Indian Uncle's
15-Nov-2018,Pewdiepie,70566773,70480836,9 year old army,9 year old army
16-Nov-2018,T-series,70348476,70216961,Indian Uncle's,Indian Uncle's
16-Nov-2018,Pewdiepie,70660795,70566773,9 year old army,9 year old army
17-Nov-2018,T-series,70480573,70348476,Indian Uncle's,Indian Uncle's
17-Nov-2018,Pewdiepie,70741645,70660795,9 year old army,9 year old army
18-Nov-2018,T-series,70618001,70480573,Indian Uncle's,Indian Uncle's
18-Nov-2018,Pewdiepie,70824314,70741645,9 year old army,9 year old army
19-Nov-2018,T-series,70746901,70618001,Indian Uncle's,Indian Uncle's
19-Nov-2018,Pewdiepie,70941045,70824314,9 year old army,9 year old army
20-Nov-2018,T-series,70875999,70746901,Indian Uncle's,Indian Uncle's
20-Nov-2018,Pewdiepie,71038983,70941045,9 year old army,9 year old army
21-Nov-2018,T-series,71008398,70875999,Indian Uncle's,Indian Uncle's
21-Nov-2018,Pewdiepie,71166068,71038983,9 year old army,9 year old army
22-Nov-2018,T-series,71150569,71008398,Indian Uncle's,Indian Uncle's
22-Nov-2018,Pewdiepie,71310452,71166068,9 year old army,9 year old army
23-Nov-2018,T-series,71332357,71150569,Indian Uncle's,Indian Uncle's
23-Nov-2018,Pewdiepie,71447846,71310452,9 year old army,9 year old army
24-Nov-2018,T-series,71506867,71332357,Indian Uncle's,Indian Uncle's
24-Nov-2018,Pewdiepie,71597419,71447846,9 year old army,9 year old army
25-Nov-2018,T-series,71665921,71506867,Indian Uncle's,Indian Uncle's
25-Nov-2018,Pewdiepie,71845225,71597419,9 year old army,9 year old army
26-Nov-2018,T-series,71812592,71665921,Indian Uncle's,Indian Uncle's
26-Nov-2018,Pewdiepie,72089926,71845225,9 year old army,9 year old army
27-Nov-2018,T-series,71986960,71812592,Indian Uncle's,Indian Uncle's
27-Nov-2018,Pewdiepie,72258036,72089926,9 year old army,9 year old army
28-Nov-2018,T-series,72156922,71986960,Indian Uncle's,Indian Uncle's
28-Nov-2018,Pewdiepie,72409062,72258036,9 year old army,9 year old army
29-Nov-2018,T-series,72335431,72156922,Indian Uncle's,Indian Uncle's
29-Nov-2018,Pewdiepie,72535142,72409062,9 year old army,9 year old army
30-Nov-2018,T-series,72540915,72335431,Indian Uncle's,Indian Uncle's
30-Nov-2018,Pewdiepie,72660399,72535142,9 year old army,9 year old army
1-Dec-2018,T-series,72783366,72540915,Indian Uncle's,Indian Uncle's
1-Dec-2018,Pewdiepie,72866232,72660399,9 year old army,9 year old army
2-Dec-2018,T-series,73109515,72783366,Indian Uncle's,Indian Uncle's
2-Dec-2018,Pewdiepie,73410556,72866232,9 year old army,9 year old army
3-Dec-2018,T-series,73410923,73109515,Indian Uncle's,Indian Uncle's
3-Dec-2018,Pewdiepie,73894653,73410556,9 year old army,9 year old army
4-Dec-2018,T-series,73721976,73410923,Indian Uncle's,Indian Uncle's
4-Dec-2018,Pewdiepie,74182771,73894653,9 year old army,9 year old army
5-Dec-2018,T-series,73982223,73721976,Indian Uncle's,Indian Uncle's
5-Dec-2018,Pewdiepie,74400727,74182771,9 year old army,9 year old army
6-Dec-2018,T-series,74208335,73982223,Indian Uncle's,Indian Uncle's
6-Dec-2018,Pewdiepie,74691046,74400727,9 year old army,9 year old army
7-Dec-2018,T-series,74438170,74208335,Indian Uncle's,Indian Uncle's
7-Dec-2018,Pewdiepie,74973383,74691046,9 year old army,9 year old army
8-Dec-2018,T-series,74635865,74438170,Indian Uncle's,Indian Uncle's
8-Dec-2018,Pewdiepie,75261033,74973383,9 year old army,9 year old army
9-Dec-2018,T-series,74825240,74635865,Indian Uncle's,Indian Uncle's
9-Dec-2018,Pewdiepie,75580034,75261033,9 year old army,9 year old army
10-Dec-2018,T-series,74989383,74825240,Indian Uncle's,Indian Uncle's
10-Dec-2018,Pewdiepie,75915924,75580034,9 year old army,9 year old army
11-Dec-2018,T-series,75127757,74989383,Indian Uncle's,Indian Uncle's
11-Dec-2018,Pewdiepie,76185850,75915924,9 year old army,9 year old army
12-Dec-2018,T-series,75284522,75127757,Indian Uncle's,Indian Uncle's
12-Dec-2018,Pewdiepie,76388021,76185850,9 year old army,9 year old army
13-Dec-2018,T-series,75448639,75284522,Indian Uncle's,Indian Uncle's
13-Dec-2018,Pewdiepie,76603857,76388021,9 year old army,9 year old army
14-Dec-2018,T-series,75395083,75448639,Indian Uncle's,Indian Uncle's
14-Dec-2018,Pewdiepie,76748242,76603857,9 year old army,9 year old army
15-Dec-2018,T-series,75567839,75395083,Indian Uncle's,Indian Uncle's
15-Dec-2018,Pewdiepie,76935085,76748242,9 year old army,9 year old army
16-Dec-2018,T-series,75728014,75567839,Indian Uncle's,Indian Uncle's
16-Dec-2018,Pewdiepie,77120309,76935085,9 year old army,9 year old army
17-Dec-2018,T-series,75867209,75728014,Indian Uncle's,Indian Uncle's
17-Dec-2018,Pewdiepie,77299537,77120309,9 year old army,9 year old army
18-Dec-2018,T-series,76006128,75867209,Indian Uncle's,Indian Uncle's
18-Dec-2018,Pewdiepie,77457155,77299537,9 year old army,9 year old army
19-Dec-2018,T-series,76156990,76006128,Indian Uncle's,Indian Uncle's
19-Dec-2018,Pewdiepie,77626441,77457155,9 year old army,9 year old army
20-Dec-2018,T-series,76305943,76156990,Indian Uncle's,Indian Uncle's
20-Dec-2018,Pewdiepie,77751099,77626441,9 year old army,9 year old army
21-Dec-2018,T-series,76404335,76305943,Indian Uncle's,Indian Uncle's
21-Dec-2018,Pewdiepie,77836179,77751099,9 year old army,9 year old army
22-Dec-2018,T-series,76705532,76404335,Indian Uncle's,Indian Uncle's
22-Dec-2018,Pewdiepie,78007656,77836179,9 year old army,9 year old army
23-Dec-2018,T-series,76888212,76705532,Indian Uncle's,Indian Uncle's
23-Dec-2018,Pewdiepie,78131034,78007656,9 year old army,9 year old army
24-Dec-2018,T-series,77048911,76888212,Indian Uncle's,Indian Uncle's
24-Dec-2018,Pewdiepie,78240890,78131034,9 year old army,9 year old army
25-Dec-2018,T-series,77214779,77048911,Indian Uncle's,Indian Uncle's
25-Dec-2018,Pewdiepie,78342667,78240890,9 year old army,9 year old army
26-Dec-2018,T-series,77389687,77214779,Indian Uncle's,Indian Uncle's
26-Dec-2018,Pewdiepie,78454558,78342667,9 year old army,9 year old army
27-Dec-2018,T-series,77551173,77389687,Indian Uncle's,Indian Uncle's
27-Dec-2018,Pewdiepie,78596031,78454558,9 year old army,9 year old army
28-Dec-2018,T-series,77696102,77551173,Indian Uncle's,Indian Uncle's
28-Dec-2018,Pewdiepie,78767695,78596031,9 year old army,9 year old army
29-Dec-2018,T-series,77848441,77696102,Indian Uncle's,Indian Uncle's
29-Dec-2018,Pewdiepie,78949087,78767695,9 year old army,9 year old army
30-Dec-2018,T-series,78002230,77848441,Indian Uncle's,Indian Uncle's
30-Dec-2018,Pewdiepie,79118492,78949087,9 year old army,9 year old army
31-Dec-2018,T-series,78169372,78002230,Indian Uncle's,Indian Uncle's
31-Dec-2018,Pewdiepie,79277461,79118492,9 year old army,9 year old army
1-Jan-2019,T-series,78348161,78169372,Indian Uncle's,Indian Uncle's
1-Jan-2019,Pewdiepie,79411234,79277461,9 year old army,9 year old army
2-Jan-2019,T-series,78521528,78348161,Indian Uncle's,Indian Uncle's
2-Jan-2019,Pewdiepie,79539927,79411234,9 year old army,9 year old army
3-Jan-2019,T-series,78688717,78521528,Indian Uncle's,Indian Uncle's
3-Jan-2019,Pewdiepie,79665026,79539927,9 year old army,9 year old army
4-Jan-2019,T-series,78856061,78688717,Indian Uncle's,Indian Uncle's
4-Jan-2019,Pewdiepie,79779363,79665026,9 year old army,9 year old army
5-Jan-2019,T-series,79029244,78856061,Indian Uncle's,Indian Uncle's
5-Jan-2019,Pewdiepie,79899998,79779363,9 year old army,9 year old army
6-Jan-2019,T-series,79214421,79029244,Indian Uncle's,Indian Uncle's
6-Jan-2019,Pewdiepie,80023800,79899998,9 year old army,9 year old army
7-Jan-2019,T-series,79359506,79214421,Indian Uncle's,Indian Uncle's
7-Jan-2019,Pewdiepie,80144040,80023800,9 year old army,9 year old army
8-Jan-2019,T-series,79487954,79359506,Indian Uncle's,Indian Uncle's
8-Jan-2019,Pewdiepie,80230519,80144040,9 year old army,9 year old army
9-Jan-2019,T-series,79670186,79487954,Indian Uncle's,Indian Uncle's
9-Jan-2019,Pewdiepie,80337166,80230519,9 year old army,9 year old army
10-Jan-2019,T-series,79816878,79670186,Indian Uncle's,Indian Uncle's
10-Jan-2019,Pewdiepie,80432740,80337166,9 year old army,9 year old army
11-Jan-2019,T-series,79965479,79816878,Indian Uncle's,Indian Uncle's
11-Jan-2019,Pewdiepie,80520035,80432740,9 year old army,9 year old army
12-Jan-2019,T-series,80156616,79965479,Indian Uncle's,Indian Uncle's
12-Jan-2019,Pewdiepie,80651289,80520035,9 year old army,9 year old army
13-Jan-2019,T-series,80333408,80156616,Indian Uncle's,Indian Uncle's
13-Jan-2019,Pewdiepie,80753063,80651289,9 year old army,9 year old army
14-Jan-2019,T-series,80499489,80333408,Indian Uncle's,Indian Uncle's
14-Jan-2019,Pewdiepie,80920092,80753063,9 year old army,9 year old army
15-Jan-2019,T-series,80651251,80499489,Indian Uncle's,Indian Uncle's
15-Jan-2019,Pewdiepie,81041421,80920092,9 year old army,9 year old army
16-Jan-2019,T-series,80814014,80651251,Indian Uncle's,Indian Uncle's
16-Jan-2019,Pewdiepie,81140292,81041421,9 year old army,9 year old army
17-Jan-2019,T-series,80972126,80814014,Indian Uncle's,Indian Uncle's
17-Jan-2019,Pewdiepie,81228792,81140292,9 year old army,9 year old army
18-Jan-2019,T-series,81123799,80972126,Indian Uncle's,Indian Uncle's
18-Jan-2019,Pewdiepie,81317759,81228792,9 year old army,9 year old army
19-Jan-2019,T-series,81292036,81123799,Indian Uncle's,Indian Uncle's
19-Jan-2019,Pewdiepie,81435693,81317759,9 year old army,9 year old army
20-Jan-2019,T-series,81481436,81292036,Indian Uncle's,Indian Uncle's
20-Jan-2019,Pewdiepie,81622038,81435693,9 year old army,9 year old army
21-Jan-2019,T-series,81653597,81481436,Indian Uncle's,Indian Uncle's
21-Jan-2019,Pewdiepie,81819904,81622038,9 year old army,9 year old army
22-Jan-2019,T-series,81822055,81653597,Indian Uncle's,Indian Uncle's
22-Jan-2019,Pewdiepie,82092706,81819904,9 year old army,9 year old army
23-Jan-2019,T-series,81974097,81822055,Indian Uncle's,Indian Uncle's
23-Jan-2019,Pewdiepie,82317202,82092706,9 year old army,9 year old army
24-Jan-2019,T-series,82133859,81974097,Indian Uncle's,Indian Uncle's
24-Jan-2019,Pewdiepie,82502966,82317202,9 year old army,9 year old army
25-Jan-2019,T-series,82306241,82133859,Indian Uncle's,Indian Uncle's
25-Jan-2019,Pewdiepie,82654031,82502966,9 year old army,9 year old army
26-Jan-2019,T-series,82478609,82306241,Indian Uncle's,Indian Uncle's
26-Jan-2019,Pewdiepie,82801681,82654031,9 year old army,9 year old army
27-Jan-2019,T-series,82640150,82478609,Indian Uncle's,Indian Uncle's
27-Jan-2019,Pewdiepie,82926815,82801681,9 year old army,9 year old army
28-Jan-2019,T-series,82785087,82640150,Indian Uncle's,Indian Uncle's
28-Jan-2019,Pewdiepie,83030957,82926815,9 year old army,9 year old army
29-Jan-2019,T-series,82922704,82785087,Indian Uncle's,Indian Uncle's
29-Jan-2019,Pewdiepie,83140906,83030957,9 year old army,9 year old army
30-Jan-2019,T-series,83056731,82922704,Indian Uncle's,Indian Uncle's
30-Jan-2019,Pewdiepie,83250265,83140906,9 year old army,9 year old army
31-Jan-2019,T-series,83189781,83056731,Indian Uncle's,Indian Uncle's
31-Jan-2019,Pewdiepie,83348076,83250265,9 year old army,9 year old army
1-Feb-2019,T-series,83331200,83189781,Indian Uncle's,Indian Uncle's
1-Feb-2019,Pewdiepie,83446399,83348076,9 year old army,9 year old army
2-Feb-2019,T-series,83492502,83331200,Indian Uncle's,Indian Uncle's
2-Feb-2019,Pewdiepie,83573871,83446399,9 year old army,9 year old army
3-Feb-2019,T-series,83703293,83492502,Indian Uncle's,Indian Uncle's
3-Feb-2019,Pewdiepie,83850977,83573871,9 year old army,9 year old army
4-Feb-2019,T-series,83887929,83703293,Indian Uncle's,Indian Uncle's
4-Feb-2019,Pewdiepie,84048397,83850977,9 year old army,9 year old army
5-Feb-2019,T-series,84069261,83887929,Indian Uncle's,Indian Uncle's
5-Feb-2019,Pewdiepie,84215945,84048397,9 year old army,9 year old army
6-Feb-2019,T-series,84227631,84069261,Indian Uncle's,Indian Uncle's
6-Feb-2019,Pewdiepie,84362222,84215945,9 year old army,9 year old army
7-Feb-2019,T-series,84390154,84227631,Indian Uncle's,Indian Uncle's
7-Feb-2019,Pewdiepie,84489813,84362222,9 year old army,9 year old army
8-Feb-2019,T-series,84543489,84390154,Indian Uncle's,Indian Uncle's
8-Feb-2019,Pewdiepie,84613843,84489813,9 year old army,9 year old army
9-Feb-2019,T-series,84712360,84543489,Indian Uncle's,Indian Uncle's
9-Feb-2019,Pewdiepie,84766021,84613843,9 year old army,9 year old army
10-Feb-2019,T-series,84894719,84712360,Indian Uncle's,Indian Uncle's
10-Feb-2019,Pewdiepie,84974648,84766021,9 year old army,9 year old army
11-Feb-2019,T-series,85042260,84894719,Indian Uncle's,Indian Uncle's
11-Feb-2019,Pewdiepie,85108255,84974648,9 year old army,9 year old army
12-Feb-2019,T-series,85193805,85042260,Indian Uncle's,Indian Uncle's
12-Feb-2019,Pewdiepie,85238778,85108255,9 year old army,9 year old army
13-Feb-2019,T-series,85391513,85193805,Indian Uncle's,Indian Uncle's
13-Feb-2019,Pewdiepie,85494020,85238778,9 year old army,9 year old army
14-Feb-2019,T-series,85550285,85391513,Indian Uncle's,Indian Uncle's
14-Feb-2019,Pewdiepie,85635367,85494020,9 year old army,9 year old army
15-Feb-2019,T-series,85692635,85550285,Indian Uncle's,Indian Uncle's
15-Feb-2019,Pewdiepie,85767096,85635367,9 year old army,9 year old army
16-Feb-2019,T-series,85835893,85692635,Indian Uncle's,Indian Uncle's
16-Feb-2019,Pewdiepie,85889608,85767096,9 year old army,9 year old army
17-Feb-2019,T-series,85985321,85835893,Indian Uncle's,Indian Uncle's
17-Feb-2019,Pewdiepie,86021277,85889608,9 year old army,9 year old army
18-Feb-2019,T-series,86113028,85985321,Indian Uncle's,Indian Uncle's
18-Feb-2019,Pewdiepie,86148875,86021277,9 year old army,9 year old army
19-Feb-2019,T-series,86267079,86113028,Indian Uncle's,Indian Uncle's
19-Feb-2019,Pewdiepie,86303213,86148875,9 year old army,9 year old army
20-Feb-2019,T-series,86404745,86267079,Indian Uncle's,Indian Uncle's
20-Feb-2019,Pewdiepie,86451113,86303213,9 year old army,9 year old army
21-Feb-2019,T-series,86537911,86404745,Indian Uncle's,Indian Uncle's
21-Feb-2019,Pewdiepie,86569693,86451113,9 year old army,9 year old army
22-Feb-2019,T-series,86696117,86537911,Indian Uncle's,Indian Uncle's
22-Feb-2019,Pewdiepie,86751893,86569693,9 year old army,9 year old army
23-Feb-2019,T-series,86838844,86696117,Indian Uncle's,Indian Uncle's
23-Feb-2019,Pewdiepie,86968414,86751893,9 year old army,9 year old army
24-Feb-2019,T-series,86978346,86838844,Indian Uncle's,Indian Uncle's
24-Feb-2019,Pewdiepie,87131463,86968414,9 year old army,9 year old army
25-Feb-2019,T-series,87100208,86978346,Indian Uncle's,Indian Uncle's
25-Feb-2019,Pewdiepie,87233369,87131463,9 year old army,9 year old army
26-Feb-2019,T-series,87208182,87100208,Indian Uncle's,Indian Uncle's
26-Feb-2019,Pewdiepie,87316041,87233369,9 year old army,9 year old army
27-Feb-2019,T-series,87317303,87208182,Indian Uncle's,Indian Uncle's
27-Feb-2019,Pewdiepie,87397728,87316041,9 year old army,9 year old army
28-Feb-2019,T-series,87431079,87317303,Indian Uncle's,Indian Uncle's
28-Feb-2019,Pewdiepie,87481924,87397728,9 year old army,9 year old army
1-Mar-2019,T-series,87548726,87431079,Indian Uncle's,Indian Uncle's
1-Mar-2019,Pewdiepie,87571258,87481924,9 year old army,9 year old army
2-Mar-2019,T-series,87686031,87548726,Indian Uncle's,Indian Uncle's
2-Mar-2019,Pewdiepie,87716002,87571258,9 year old army,9 year old army
3-Mar-2019,T-series,87847974,87686031,Indian Uncle's,Indian Uncle's
3-Mar-2019,Pewdiepie,87872585,87716002,9 year old army,9 year old army
4-Mar-2019,T-series,87971361,87847974,Indian Uncle's,Indian Uncle's
4-Mar-2019,Pewdiepie,88016018,87872585,9 year old army,9 year old army
5-Mar-2019,T-series,88087881,87971361,Indian Uncle's,Indian Uncle's
5-Mar-2019,Pewdiepie,88145200,88016018,9 year old army,9 year old army
6-Mar-2019,T-series,88196326,88087881,Indian Uncle's,Indian Uncle's
6-Mar-2019,Pewdiepie,88235702,88145200,9 year old army,9 year old army
7-Mar-2019,T-series,88351142,88196326,Indian Uncle's,Indian Uncle's
7-Mar-2019,Pewdiepie,88387626,88235702,9 year old army,9 year old army
8-Mar-2019,T-series,88479998,88351142,Indian Uncle's,Indian Uncle's
8-Mar-2019,Pewdiepie,88510485,88387626,9 year old army,9 year old army
9-Mar-2019,T-series,88630978,88479998,Indian Uncle's,Indian Uncle's
9-Mar-2019,Pewdiepie,88673996,88510485,9 year old army,9 year old army
10-Mar-2019,T-series,88765375,88630978,Indian Uncle's,Indian Uncle's
10-Mar-2019,Pewdiepie,88797921,88673996,9 year old army,9 year old army
11-Mar-2019,T-series,88931743,88765375,Indian Uncle's,Indian Uncle's
11-Mar-2019,Pewdiepie,88966481,88797921,9 year old army,9 year old army
12-Mar-2019,T-series,89101588,88931743,Indian Uncle's,Indian Uncle's
12-Mar-2019,Pewdiepie,89130906,88966481,9 year old army,9 year old army
13-Mar-2019,T-series,89260189,89101588,Indian Uncle's,Indian Uncle's
13-Mar-2019,Pewdiepie,89287524,89130906,9 year old army,9 year old army
14-Mar-2019,T-series,89406423,89260189,Indian Uncle's,Indian Uncle's
14-Mar-2019,Pewdiepie,89435583,89287524,9 year old army,9 year old army
15-Mar-2019,T-series,89556441,89406423,Indian Uncle's,Indian Uncle's
15-Mar-2019,Pewdiepie,89586925,89435583,9 year old army,9 year old army
16-Mar-2019,T-series,89704710,89556441,Indian Uncle's,Indian Uncle's
16-Mar-2019,Pewdiepie,89733046,89586925,9 year old army,9 year old army
17-Mar-2019,T-series,89869652,89704710,Indian Uncle's,Indian Uncle's
17-Mar-2019,Pewdiepie,89888627,89733046,9 year old army,9 year old army
18-Mar-2019,T-series,90033080,89869652,Indian Uncle's,Indian Uncle's
18-Mar-2019,Pewdiepie,90054055,89888627,9 year old army,9 year old army
19-Mar-2019,T-series,90209508,90033080,Indian Uncle's,Indian Uncle's
19-Mar-2019,Pewdiepie,90223165,90054055,9 year old army,9 year old army
20-Mar-2019,T-series,90426388,90209508,Indian Uncle's,Indian Uncle's
20-Mar-2019,Pewdiepie,90438859,90223165,9 year old army,9 year old army
21-Mar-2019,T-series,90669347,90426388,Indian Uncle's,Indian Uncle's
21-Mar-2019,Pewdiepie,90698995,90438859,9 year old army,9 year old army
22-Mar-2019,T-series,90873346,90669347,Indian Uncle's,Indian Uncle's
22-Mar-2019,Pewdiepie,90916985,90698995,9 year old army,9 year old army
23-Mar-2019,T-series,91033754,90873346,Indian Uncle's,Indian Uncle's
23-Mar-2019,Pewdiepie,91079760,90916985,9 year old army,9 year old army
24-Mar-2019,T-series,91189041,91033754,Indian Uncle's,Indian Uncle's
24-Mar-2019,Pewdiepie,91202196,91079760,9 year old army,9 year old army
25-Mar-2019,T-series,91327842,91189041,Indian Uncle's,Indian Uncle's
25-Mar-2019,Pewdiepie,91331165,91202196,9 year old army,9 year old army
26-Mar-2019,T-series,91463035,91327842,Indian Uncle's,Indian Uncle's
26-Mar-2019,Pewdiepie,91467352,91331165,9 year old army,9 year old army
27-Mar-2019,Pewdiepie,91585326,91467352,9 year old army,9 year old army
27-Mar-2019,T-series,91596264,91463035,Indian Uncle's,Indian Uncle's
28-Mar-2019,Pewdiepie,91686423,91585326,9 year old army,9 year old army
28-Mar-2019,T-series,91734148,91596264,Indian Uncle's,Indian Uncle's
29-Mar-2019,Pewdiepie,91770308,91686423,9 year old army,9 year old army
29-Mar-2019,T-series,91851301,91734148,Indian Uncle's,Indian Uncle's
30-Mar-2019,Pewdiepie,91887789,91770308,9 year old army,9 year old army
30-Mar-2019,T-series,91969263,91851301,Indian Uncle's,Indian Uncle's
31-Mar-2019,Pewdiepie,92056124,91887789,9 year old army,9 year old army
31-Mar-2019,T-series,92095524,91969263,Indian Uncle's,Indian Uncle's
1-Apr-2019,T-series,92232989,92095524,Indian Uncle's,Indian Uncle's
1-Apr-2019,Pewdiepie,92364973,92056124,9 year old army,9 year old army
2-Apr-2019,T-series,92380721,92232989,Indian Uncle's,Indian Uncle's
2-Apr-2019,Pewdiepie,92619940,92364973,9 year old army,9 year old army
3-Apr-2019,T-series,92519423,92380721,Indian Uncle's,Indian Uncle's
3-Apr-2019,Pewdiepie,92847803,92619940,9 year old army,9 year old army
4-Apr-2019,T-series,92649154,92519423,Indian Uncle's,Indian Uncle's
4-Apr-2019,Pewdiepie,93046361,92847803,9 year old army,9 year old army
5-Apr-2019,T-series,92768017,92649154,Indian Uncle's,Indian Uncle's
5-Apr-2019,Pewdiepie,93226338,93046361,9 year old army,9 year old army
6-Apr-2019,T-series,92894299,92768017,Indian Uncle's,Indian Uncle's
6-Apr-2019,Pewdiepie,93398202,93226338,9 year old army,9 year old army
7-Apr-2019,T-series,93055490,92894299,Indian Uncle's,Indian Uncle's
7-Apr-2019,Pewdiepie,93529260,93398202,9 year old army,9 year old army
8-Apr-2019,T-series,93216093,93055490,Indian Uncle's,Indian Uncle's
8-Apr-2019,Pewdiepie,93632791,93529260,9 year old army,9 year old army
9-Apr-2019,T-series,93367281,93216093,Indian Uncle's,Indian Uncle's
9-Apr-2019,Pewdiepie,93719837,93632791,9 year old army,9 year old army
10-Apr-2019,T-series,93524153,93367281,Indian Uncle's,Indian Uncle's
10-Apr-2019,Pewdiepie,93813957,93719837,9 year old army,9 year old army
11-Apr-2019,T-series,93677199,93524153,Indian Uncle's,Indian Uncle's
11-Apr-2019,Pewdiepie,93896081,93813957,9 year old army,9 year old army
12-Apr-2019,T-series,93832692,93677199,Indian Uncle's,Indian Uncle's
12-Apr-2019,Pewdiepie,93978335,93896081,9 year old army,9 year old army
13-Apr-2019,T-series,93996682,93832692,Indian Uncle's,Indian Uncle's
13-Apr-2019,Pewdiepie,94058197,93978335,9 year old army,9 year old army
14-Apr-2019,Pewdiepie,94140738,94058197,9 year old army,9 year old army
14-Apr-2019,T-series,94223174,93996682,Indian Uncle's,Indian Uncle's
15-Apr-2019,Pewdiepie,94216743,94140738,9 year old army,9 year old army
15-Apr-2019,T-series,94351643,94223174,Indian Uncle's,Indian Uncle's
16-Apr-2019,Pewdiepie,94292262,94216743,9 year old army,9 year old army
16-Apr-2019,T-series,94478014,94351643,Indian Uncle's,Indian Uncle's
17-Apr-2019,Pewdiepie,94369162,94292262,9 year old army,9 year old army
17-Apr-2019,T-series,94601694,94478014,Indian Uncle's,Indian Uncle's
18-Apr-2019,Pewdiepie,94377105,94369162,9 year old army,9 year old army
18-Apr-2019,T-series,94619325,94601694,Indian Uncle's,Indian Uncle's
